Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting)
"Italy","NET.IT224A","PIEMONTE - SISTEMA REGIONALE DI RILEVAMENTO DELLA QUALITA' DELL'ARIA","IT2121A","Borgomanero - Molli","SPO.IT2121A_5_BETA_2012-06-28_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","18.857","ug/m3","99.45","1","Traffic","Urban","8.4584","45.6894","301.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2121A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT224A","PIEMONTE - SISTEMA REGIONALE DI RILEVAMENTO DELLA QUALITA' DELL'ARIA","IT1523A","Asti - D'Acquisto","SPO.IT1523A_5_BETA_2005-04-20_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","29.106","ug/m3","87.95","1","Background","Urban","8.2055","44.9089","150.0","Asti                                                                            ","IT045C1                                           ","75051","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1523A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT224A","PIEMONTE - SISTEMA REGIONALE DI RILEVAMENTO DELLA QUALITA' DELL'ARIA","IT1130A","Settimo T. - Vivaldi","SPO.IT1130A_5_gravi_2004-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","33.966","ug/m3","96.71","1","Traffic","Urban","7.7782","45.1432","202.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1130A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT282A","RETE REGIONALE QUALITÀ ARIA AMBIENTE","IT1843A","MONTICELLI","SPO.IT1843A_5_BETA_2006-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","23.942","ug/m3","98.36","1","Background","Urban","13.6194","42.8486","150.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1843A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2220A","Pignataro","SPO.IT2220A_5_BETA_2015-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","27.310","ug/m3","90.39","1","Industrial","Suburban","14.1508","41.1686","45.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2220A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT268A","A2A","IT2131A","A2A Fossalon","SPO.IT2131A_5_BETA_2013-12-16_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","15.940","ug/m3","95.07","1","Background","Rural","13.4764","45.7397","0.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2131A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2214A","Nocera Inferiore scuola Solimene","SPO.IT2214A_5_BETA_2015-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","40.358","ug/m3","94.52","1","Traffic","Urban","14.6435","40.7404","48.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2214A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT1486A","CE51 ISTITUTO MANZONI","SPO.IT1486A_5_BETA_2016-03-09_22:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","21.405","ug/m3","86.38","1","Background","Urban","14.3447","41.0844","68.0","Caserta                                                                         ","IT021C1                                           ","73984","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1486A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT224A","PIEMONTE - SISTEMA REGIONALE DI RILEVAMENTO DELLA QUALITA' DELL'ARIA","IT1582A","Casale M.to - Castello","SPO.IT1582A_5_BETA_2012-05-30_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","24.962","ug/m3","65.48","1","Background","Urban","8.4452","45.1361","116.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1582A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT224A","PIEMONTE - SISTEMA REGIONALE DI RILEVAMENTO DELLA QUALITA' DELL'ARIA","IT1788A","Ivrea - Liberazione","SPO.IT1788A_5_gravi_2006-11-07_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","24.329","ug/m3","80.82","1","Background","Suburban","7.8780","45.4512","240.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1788A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT112A","Regione Lazio","IT0989A","LEONESSA","SPO.IT0989A_5_BETA_2008-07-17_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","11.313","ug/m3","99.73","1","Background","Rural","12.9619","42.5725","948.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0989A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT224A","PIEMONTE - SISTEMA REGIONALE DI RILEVAMENTO DELLA QUALITA' DELL'ARIA","IT2282A","Novara - Arpa","SPO.IT2282A_5_gravi_2019-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","24.264","ug/m3","99.45","1","Background","Urban","8.6204","45.4397","","Novara                                                                          ","IT516C1                                           ","103287","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2282A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT232A","ARPA MOLISE","IT1801A","TERMOLI2","SPO.IT1801A_5_gravi_2018-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","21.567","ug/m3","16.44","1","Traffic","Urban","14.9933","41.9981","31.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1801A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT112A","Regione Lazio","IT2247A","Villa Guglielmi","SPO.IT2247A_5_BETA_2017-02-07_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","20.753","ug/m3","99.73","1","Background","Urban","12.2370","41.7682","","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2247A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2211A","Acerra Zona Industriale","SPO.IT2211A_5_BETA_2015-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","36.576","ug/m3","74.25","1","Industrial","Suburban","14.4010","40.9797","29.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2211A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT230A","PROVINCIA DI TARANTO","IT1679A","Grottaglie","SPO.IT1679A_5_BETA_2017-09-28_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","15.842","ug/m3","96.00","1","Background","Suburban","17.4239","40.5378","200.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1679A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT1921A","GAVELLO","SPO.IT1921A_5_BETA_2014-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","29.153","ug/m3","96.44","1","Background","Rural","11.1780","44.9278","4.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1921A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT123A","PROVINCIA DELLA SPEZIA","IT1457A","AMENDOLA - LA SPEZIA","SPO.IT1457A_5_gravi_2004-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","18.801","ug/m3","96.44","1","Traffic","Urban","9.8186","44.1017","3.0","La Spezia                                                                       ","IT036C1                                           ","92550","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1457A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT279A","RETE REGIONALE QUALITA' DELL'ARIA DELLA TOSCANA","IT1186A","LU-VIAREGGIO","SPO.IT1186A_5_BETA_1998-08-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","23.873","ug/m3","96.71","1","Background","Urban","10.2450","43.8839","3.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1186A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT247A","PROVINCIA DI BARI","IT1818A","ALTAMURA","SPO.IT1818A_5_BETA_2016-10-14_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","19.237","ug/m3","95.07","1","Traffic","Suburban","16.5603","40.8278","100.0","Altamura                                                                        ","IT061C1                                           ","69999","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1818A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT232A","ARPA MOLISE","IT1800A","TERMOLI1","SPO.IT1800A_5_nephelometry_2006-02-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","19.080","ug/m3","44.38","1","Traffic","Urban","14.9936","42.0011","24.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1800A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT250A","RETE REGIONALE DI RILEVAMENTO DELLA QUALITÀ DELL'ARIA DI ARPA SICILIA","IT1888A","Partinico","SPO.IT1888A_5_BETA_2008-05-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","21.826","ug/m3","94.25","1","Background","Urban","13.1186","38.0502","187.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1888A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT127A","PROVINCIA DI SAVONA","IT1144A","MERCATO GENERALE - QUILIANO","SPO.IT1144A_5_BETA_2013-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","20.616","ug/m3","95.34","1","Industrial","Suburban","8.4114","44.2939","16.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1144A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT281A","RETE REGIONALE QUALITA' ARIA DEL VENETO","IT2231A","TV - Strada S. Agnese","SPO.IT2231A_5_BETA_2015-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","32.396","ug/m3","99.73","1","Traffic","Urban","12.2161","45.6588","15.0","Treviso                                                                         ","IT042C1                                           ","85456","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2231A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2226A","Pomigliano d'Arco Area ASI","SPO.IT2226A_5_BETA_2015-05-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","38.477","ug/m3","92.48","1","Industrial","Suburban","14.3895","40.9209","29.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2226A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT112A","Regione Lazio","IT1835A","BUFALOTTA","SPO.IT1835A_5_BETA_2006-12-06_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","26.133","ug/m3","96.71","1","Background","Urban","12.5336","41.9478","36.0","Roma                                                                            ","IT001C1                                           ","2808293","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1835A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT223A","REGIONE PUGLIA","IT1606A","Caldarola","SPO.IT1606A_5_BETA_2005-04-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","25.787","ug/m3","95.34","1","Traffic","Urban","16.8881","41.1136","10.0","Bari                                                                            ","IT008C1                                           ","315284","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1606A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT250A","RETE REGIONALE DI RILEVAMENTO DELLA QUALITÀ DELL'ARIA DI ARPA SICILIA","IT2206A","Gela - Biviere","SPO.IT2206A_5_BETA_2015-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","23.125","ug/m3","60.55","1","Background","Rural","14.3450","37.0225","0.0","Gela                                                                            ","IT069C1                                           ","72187","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2206A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2272A","Pozzuoli Villa Avellino","SPO.IT2272A_5_BETA_2016-11-04_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","26.475","ug/m3","82.47","1","Background","Urban","14.1225","40.8229","39.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2272A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT2074A","CORTE BRUGNATELLA","SPO.IT2074A_5_BETA_2010-05-07_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","10.093","ug/m3","96.99","1","Background","Rural","9.3669","44.7347","765.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2074A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
